,Unnamed: 0,Ad_id,User_id,Judul,Kategori,Harga,Deskripsi,Alamat,Kecamatan,Kab/Kota,LAT,LON
130,130,790026527,102436506,DIJUAL SEGERA RUMAH SEMI VILLA HARGA MURAH LOKASI STRATEGIS,5158,Rp 1.400.000.000,"*TURUN HARGA DARI 1,5M SEKARANG 1,4M*  Dijual atau Disewakan Rumah Semi Villa di Pura Masuka  Luas tanah 103m² Luas bangunan 110m² Full furnished  Ruang tamu Ruang makan Ruang keluarga 3 kamar tidur 2 kamar mandi Dapur  Garasi Swimming pool Air PDAM SHM IMB Lengkap Akses jalan 5m Disewakan per thn 90Jt Harga jual 1,4M",UNGASAN,Kuta Selatan,Kab. Badung,-8.8211166,115.1592718
131,131,790123579,102436506,DIJUAL SEGERA LUXURY VILLA DI SANUR COCOK UNTUK INVESTASI,5158,Rp 15.000.000.000,"*4 BEDROOMS VILLA AT SANUR JUST WALK AWAY FROM THE BEACH* Land size 656 sqm Building size 280 sqm 4 bedrooms en-suite Swiiming pool Living room Dining room Library Garage Staff accomodation Laundry & linen room 7 minutes walk to the beach 2 minutes walk to supermarket Walk away from many restaurants, cafes, spa & yoga center Peaceful area & prime location Excellent property investment Freehold Long lease possible  Open Price IDR 15 Billion (negotiable)",SANUR,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
132,132,790134167,102436506,DIJUAL SEGERA VILLA CANTIK HARGA MURAH LOKASI STRATEGIS SANUR,5158,Rp 3.700.000.000,"For Sale Villa In Sanur Area  Land Size 250m2 Building Size 150m2 2 Bedrooms 2 Bathrooms Kitchen Living Room Swimming Pool Gazebo Maidroom+Bathroom Carport Garden Electricity 7700 Furnished  3,7M OR445/ *DS*",SANUR,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
133,133,790137395,102436506,DIJUAL VILLA LEASEHOLD HARGA MURAH LOKASI STRATEGIS SANUR,5158,Rp 3.800.000.000,"Tanah 300 m2 Bangunan 200 m2 Harga 3.8 M 3 bedroom include private bathroom, 1 powder room, staff quarter include bathroom, garage 1 car, swimmingpool  Lease hold 25 years",SANUR,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
134,134,790473824,102436506,DIJUAL SEGERA RUMAH CANTIK HARGA MURAH LOKASI STRATEGIS BALI,5158,Rp 1.100.000.000,"Rumah di jual Batubulan  Semi Furnish Luas Tanah 150m² Luas Bangunan 112m² Listrik 2.200 Air Sumur Bor Dimensi 10x15 3 kamar Tidur 2 kamar Mandi freee Kithen set free water Heater free ac 2 Harga 1,1M",BATU BULAN,Gianyar,Gianyar Kab.,-8.6142583,115.2570869
135,135,815247603,101695711,RESORT UBUD JL CATUR MUKA 7.335M2 LAND FREEHOLD WITH RIVER VIEWS,5158,Rp 50.000.000.000,"RESORT UBUD JL CATUR MUKA 7.335M2 LAND FREEHOLD WITH RIVER VIEWS  DIJUAL / FOR SALE Resort in Ubud Located : Jl Catur Muka II, Kedewatan - BALI  RESORT DETAILS : - Land area : 7.335 Sqm - Bulding size : 2575 Sqm - Total Building : 3 - Total Hotel's room = 40 - Total Villa = 4 - View : wos river - 2 Swimming pool - Restaurant - SPA - Fitness Centre  - Parking Area  PRICE IDR. 50 Milyar","JALAN CATUR MUKA, UBUD, GIANYAR, BALI",Ubud,Gianyar Kab.,-8.4612268,115.2480628
137,137,791028757,102436506,RUMAH BARU SEMI VILLA HARGA MURAH LOKASI STRATEGIS JIMBARAN,5158,Rp 1.400.000.000,"PROUDLY PRESENT CLUSTER DAMARA VILLAGE  Available 4 Unit Type Home Design • Damita • Damita Signature • Daksa • Dahayu  • Land Size Start From 105 sqm • Building Start From 69 sqm • Electricity 2200 watt • Full Furnished + Private Pool (Optional) • Price Start From 1,4 Billion   Facilities : * Club House * Public Pool * Gym * Function Room * Playground  * Retail Shop * Landscape Garden  Easy Access to everywhere  •1 menit ke Asian Intercultural School by Gandhi School •5 menit ke GWK •5 Menit ke Movenpick / Samasta  •5 menit ke Ayana Resort & Rockbar •15 menit ke Airport Ngurahrai •15 menit ke Toll Bali Mandara  Development by GREENWOODS & JIMBARAN HIJAU",JIMBARAN,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
138,138,802504407,102436506,RUMAH INDENT DI SANUR,5158,Rp 1.245.000.000,"Rumah Indent di Sanur cuma 1,245M sudah termasuk Biaya Pajak dan Notaris?? Adaaa dongg  Rumah Indent di Sanur Luas Tanah 111m² Harga 1,245M sudah termasuk pembangunan dan Biaya Pajak dan Notaris, Akses jalan 5 meter dan hanya 15 menit ke Pantai Sanur",Sanur,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
140,140,815237519,100504416,RUMAH CANTIK DALAM KOMPLEK DENGAN VIEW LAUT,5158,Rp 1.900.000.000,RUMAH LUAS DALAM KOMPLEK ELITE  Jual rumah di lingkungan perumahan Pecatu Indah Resort  dekat ke Dreamland dan Klapa Resort  dekat ke Omnia  dekat ke GWK  Rumah 2 lantai dapat view laut yg menawan  Luas tanah : 165 m2  Luas bangunan : 250 m2  Kamar tidur : 3+1  Kamar mandi : 2+1  Ruang tamu  Ruang Keluarga  Dapur 4 AC dan water heater  Rooftop  Jacuzzi dan Bale bengong di rooftop Carport luas (fit 2 mobil)  Hadap : Timur  SHM dan IMB lengkap  View Laut,Pecatu Graha,Kuta Selatan,Kab. Badung,-8.8195175,115.1393108
141,141,815237466,102436506,DIJUAL RUMAH ASRI DI PEMOGAN,5158,Rp 3.500.000.000,"DIJUAL RUMAH DI PEMOGAN  Luas Tanah 209m² Luas Bangunan 177,66m² 3+1 Kamar Tidur 3 Kamar Mandi Listrik 5500kwh Air PDAM Living Room Kitchen+Kitchen Set Garasi untuk 1 motor dan 1 mobil Full Furniture Harga 3,5M nego  NB :Biaya Pajak dibayar masing masing Biaya Notaris dan balik nama ditanggung pembeli",PEMOGAN,Denpasar Selatan,Denpasar Kota,-8.717255399999999,115.1948445
142,142,815237169,107863131,Best villa for sale amazing view at canggu badung bali,5158,Rp 14.000.000.000,The best big villa view amazing  Lokasi Villa di tying tutul Canggu badung bali Luas tanah 900m² Luas bangunan 700m² Kamar tidur 9 Kamar mandi 10 Kolam renang Akses 4meter Vode hrry Harga 14M nego View sawah,Titing tutul Canggu Kuta Utara badung bali,Kuta Utara,Kab. Badung,-8.648843,115.158214
144,144,815236832,100504416,RUMAH MODERN SEMI VILLA LINGKUNGAN PERUMAHAN NYAMAN DAN STRATEGIS,5158,Rp 1.850.000.000,"Rumah Dijual Denpasar  Rumah Modern Lantai 2 di lokasi strategis Jl Dewata, Sidakarya, Denpasar Selatan.  Rumah Konsep Villa terletak di lingkungan perumahan yang asri dan strategis.  Dapat 2 jalan, bisa ke Kerta Dalam atau Jl Dewata.  Dekat ke Renon, Panjer, Sanur, Sesetan. Lebar jalan lingkungan 4 meter paving. Dijual dalam kondisi semi furnish","Jl Dewata Anyar, Sidakarya",Denpasar Selatan,Denpasar Kota,-8.698592099999999,115.2309864
145,145,815236722,100702923,Rumah Daerah Barubulan Jalan Batuyang Gianyar Bali,5158,Rp 540.000.000,"Dijual rumah baru jadi di Daerah Batubulan Jalan Batuyang. Akses mobil masuk.  Luas tanah 76m2 2 Kamar tidur 1 Kamar mandi Dapur Garasi  Dijual dengan harga 540 Juta sudah terima sertifikat atas nama sendiri.  Bila berminat, silakan hubungi lewat whatsapp atau telepon di nomor yang ada di profil. Terimakasih banyak..",Jalan Batuyang Batubulan Gianyar Bali,Denpasar Timur,Denpasar Kota,-8.6257334,115.2694102
146,146,815236473,5733097,"Rmh  2 Lantai with Swimming Pool di Jimbaran ,Bali",5158,Rp 1.572.890.000,Rumah 2 lantai di Jimbaran Bali dengan fasilitas lengkap dan lokasi super Wow. Rumah 2 Lantai with Swimming Pool di Jimbaran Bali * 15 min to Ngurah Rai International Airport * 3 min to Ayana Resort Spa * 7 min to Jimbaran Beach * 1 min to Asian Intercultural School * 5 min to GWK Cultural Park * 5 min to Udayana University * 10 min to tol Bali Mandara Damara Jimbaran more than just a home,Jimbaran Hijau,Kuta Selatan,Kab. Badung,-8.79355,115.150021
147,147,815236464,102436506,DIJUAL VILLA INDENT DI LODTUNDUH,5158,Rp 1.900.000.000,"Dijual Villa Indent di Lodtunduh Ubud  Luas tanah 160m2 Luas bangunan 80m2 Kamar tidur 2 Kamar mandi 2 Listrik 4400 Air sumur Akses jalan paving 3-4m Harga jual 1,975M Bonus hingga ratusan juta rupiah berupa Full furnished  - 1 unit smart tv 40"" - 3 Airconditioner  - Waterheater - Kitchenset - kompor tanam - Sink & kran Toto - 2 unit 180x200 bed & matras & linen - 4 unit pillow & cover - 4 unit bedside table - 2 unit wardrobe  - 1 living room sofa  - 1 coffee table - 1 dinning table & 4 chairs - curtain - cutlery & cooking utensils Harga 1,9M",UBUD,Ubud,Gianyar Kab.,-8.5068536,115.2624778
148,148,815236412,30315046,HARMONY RESIDENCE  VILLA COMPLEX CANTIK DI KETEWEL GIANYAR BALI,5158,Rp 2.300.000.000,"HARMONY RESIDENCE  VILLA COMPLEX CANTIK BERLOKASI DI KETEWEL GIANYAR BALI  Hanya berjarak 50 METER Dari JALAN RAYA UTAMA PROF. IDA BAGUS MANTRA. Lokasi Berada di Lingkungan yang Tenang ️️  FASILITAS KEAMANAN ONE GATE SYSTEM DAN CAMERA CCTV  STOCK UNIT SANGAT TERBATAS..!  ️️  2 BR SISA 2 UNIT -	Luas tanah 158m2 -	Luas bangunan 162m2 ️️️  3 BR SISA 3 UNIT -	Luas tanah 190m2 -	Luas bangunan 181m2  - TYPE 2 BR Harga Rp 2.300.000.000,-  - TYPE 3 BR Harga mulai dari Rp 2.550.000.000,-     Sistem Pembayaran  ️ INHOUSE (9 s.d 12 bulan) ️ KPR  Syarat & Ketentuan ️ INHOUSE a. UTJ Rp 25.000.000,-  b. Down payment 40%   c. Setelah DP Lunas, dilanjutkan sisa pembayaran 60% (Diangsur setiap bulan)  SERAH TERIMA Paling Lambat 12 Bulan Setelah Lunas DP 40% (Serah terima dilakukan setelah AJB di Notaris)   ️ KPR a. UTJ Rp 25.000.000,-  b. Down payment 40% (20% dibayarkan paling lambat 1 minggu setelah UTJ) c. Sisa down payment 20% dapat diangsur selama 8 bulan (dimulai pada bulan ke-2 hingga bulan ke-9) d. Setelah DP Lunas, dilanjutkan dengan proses KPR & Akad Kredit di Notaris  SERAH TERIMA Paling Lambat 12 Bulan Setelah pembayaran DP 20% (Serah Terima dilakukan setelah proses penandatangan Akad Kredit di Notaris)  Harga Sudah Termasuk:  - Biaya Sertifikat - Biaya IMB - Biaya AJB - Biaya Balik Nama - Fee Notaris - Swimming Pool - Kitchen Set  - Water-Heater - Water Tank (Tandon) - Water Well & Pump (Pompa Air) - AC 1 PK (Di Setiap Kamar Tidur)  Harga Belum Termasuk: - BPHTB - Biaya KPR",KETEWEL GIANYAR BALI,Sukawati,Gianyar Kab.,-8.6369124,115.2827186
149,149,815235897,103360148,"DIJUAL / DISEWAKAN VILLA PURI CHANDRA ASRI BATUBULAN GIANYAR, BALI",5158,Rp 3.000.000.000,"DIJUAL / DISEWAKAN VILLA PURI CHANDRA ASRI BATUBULAN GIANYAR, DIJUAL Rp. 3 M, DISEWAKAN Rp. 135 JT perTAHUN, DIMENSI 12,5 M X 16 M, LIVING ROOM, KITCHEN, FULL FURNISH, AC 2 UNIT, CARPORT 1 MOBIL","PURI CHANDRA ASRI BATUBULAN GIANYAR, BALI",Sukawati,Gianyar Kab.,-8.6447186,115.2725555
150,150,815235822,102436506,DIJUAL VILLA DI SEMINYAK,5158,Rp 10.550.000.000,Dijual Villa di Seminyak  SHM IMB COMPLETE Land size 300m² Building size 290m² Bedroom 3 Bathroom 3+1 Private Pool Balcony Terrace Gazebo Car Parking BIG Living room Laundry room  Heart of Kuta and Seminyak 1 minute to Food Street Cafe and Restaurant 1 minute to Shopping Street 3 minute to Padma beach 3 minute to Double Six beach 5 minute to Kuta beach 5 minute to Seminyak 9 minute to Monument Legian Bali 12 minute to Canggu 15 minute to International Ngurah Rai Airport,SEMINYAK,Kuta,Kab. Badung,-8.691289399999999,115.1681653
151,151,815235742,100504416,VILLA INDENT CANTIK DGN VIEW LAUT LOK TURIS ASING COCOK UTK INVESTASI,5158,Rp 2.700.000.000,SHINTA VILLA  GRAND UNGASAN  Pecatu BALI   Own an exclusive minimalist style modern residential villa with elegant and elegant architecture located in a very strategic area because it is close to various aspects of tourism locations Tourist sites  - close to golfers  - close to Omnia Beach Club  - close to karma kandara beach club  - close to uluwatu temple  - close to the pedestal  - etc   Limited Only 6 units   Specifications   Type 146/140  Land area 140 m2  Building area 146 m2  3 bedroom suite  3 bathroom suites  Luxurious living room  Very elegant family room  Kitchen  Garage  Front yard and living room area  Terrace to relax  3rd floor for barbeque area or rooftop Freehold and building permitte  4400 watt electricity  PDAM water  FULL FURNISHED Unit,Pecatu Uluwatu,Kuta Selatan,Kab. Badung,-8.8282635,115.0879098
152,152,776306615,80728970,Rumah besar dan murah,5158,Rp 2.800.000.000,"Rumah lokasi strategis dekat dgn jl purademak dan teuku umar, dan jalan monang maning, tanah luas lebar muka 25 meter an",Jalan kelimutu,Denpasar Timur,Denpasar Kota,-8.846018599999999,121.661439
153,153,790293905,68461783,Villa + Bungalow cantik dikawasan seminyak- Bali,5158,Rp 31.000.000.000,"Dijual segera villa yang terletak di Jl. Sarinade' Seminyak. Bali  Luas tanah : 13 are / 1300 m2 Luas bangunan : 560 IMB Fully furnished 5 badroom 7 Bathroom Dinning room Swimming pool Kitchen n minibar Gazebo Garase  Lantai 1 (,ruang santai , kamar mandi 1, ruang panel listrik, Bar ,kitchen, ) Lantai 2  (kamar tidur 2, ruang santai, kamar mandi 2, setiap kamar ada AC nya, ) Lantai 3, (Aula open areal , plus kamar mandi, ) Dan bungalow 1, ( kamar 1, ruang santai, dapur, kamar mandi, )  Dapur utama 1, ruang loundry, kamar pembantu , gudang Kolam renang Parkir area dll   Harga : 31 Milyar nego  Ragard  Regards","Sarinade, Seminyak",Kuta,Kab. Badung,-8.690712099999999,115.1594503
154,154,815234896,102436506,DIJUAL RUMAH BARU MINIMALIS,5158,Rp 1.800.000.000,Rumah Baru Minimalis di Mahendradata dekat Quest Hotel Padang Sambian Denpasar Barat  Luas Tanah 117 m² Luas Bangunan +/- 110 m² Kamar Tidur 3  Kamar Mandi 4  Carport 1 mobil Akses jalan cukup besar 6-7 m Sumur bor Listrik 2200 watt Lingkungan tenang dan nyaman  Harga 1.8 m,MAHENDRADATA,Denpasar Barat,Denpasar Kota,-8.684124299999999,115.1879714
155,155,815234496,102436506,DIJUAL RUMAH BARU KENCANA NILA MANSION,5158,Rp 2.900.000.000,"Dijual Rumah baru  Kencana Nila Mansion  2,5 lantai Lokasi Strategis Dekat danau tempe bypass Sanur • Luas Tanah 144 • Luas Bangunan 150 • Bangunan menghadap Selatan • Kamar Tidur 3+1 • Kamar Mandi 3+1 •Ruangan Lainnya ruang keluarga, garasi, hal belakang luas • Listrik 5500 • Sumber Air Sumur Bor • Document SHM & IMB  • Akses Jalan 8m hot mix • Lainnya one gate, share pool, aman, nyaman Harga Rp. 2,9M nego",shm-sertifikathakmilik,Denpasar Selatan,Denpasar Kota,-6.5859508,106.8325652
156,156,815233897,109577711,Di jual rumah semi pinising,5158,Rp 275.000.000,Di jual rumah semi pinising di bedulu gianyar,Gianyar bedulu,Gianyar,Gianyar Kab.,-8.5259467,115.2926485
157,157,815233557,100504416,RUMAH CANTIK LANTAI 2 DALAM KOMPLEK PERUMAHAN JIMBARAN HARGA EKONOMIS,5158,Rp 850.000.000,Jual Rumah Minimalist lantai 2 di Puri Gading  Terletak dalam komplek perumahan yang asri dan nyaman.  Lokasi strategis :  dekat ke supermarket dan tempat makan  dekat ke GWK dekat ke pantai  dekat ke Airport  dekat ke Pecatu Graha   Rumah Lantai 2  Luas tanah 84 m2 Luas bangunan 115 m2 Kamar tidur 3  Kamar mandi 2 Ruang tamu  Dapur  Carport  SHM dan IMB lengkap  Bisa KPR (dibantu sampai approval),Puri Gading Jimbaran,Kuta Selatan,Kab. Badung,-8.803213999999999,115.153743
158,158,809310824,2106549,Wooden Villa Concept in Bali. Villa Mewah FREE Private Pool,5158,Rp 3.800.000.000,"DIJUAL VILLA BARU ""WOODEN VILLA CONCEPT"" DI MUMBUL ESTATE - NUSA DUA BALI   Berdampingan dengan hotel berbintang/ 2 menit ke bypass/ Dekat tol & 15 menit ke Airport Ngurah Rai  Detail :  - Bisa ocean view & tol   ( dari lantai 2 ) - Luas tanah 310 m2 - Luas bangunan : 80 m2  - Full kayu ulin Kalimantan - SHM - Fully furnished - Listrik 4400 w & air pdam - Water heater - Masih ada sisa tanah utk 1 unit villa - Lokasi premium, Akses jalan lebar & Langka di kawasan ini",Nusa Dua Bali,Kuta Selatan,Kab. Badung,-8.8188174,115.2180323
159,159,815231661,101695711,VILLA PANTAI BINGIN PECATU 100M2 LAND FREEHOLD WITH 2 BEDROOMS,5158,Rp 3.100.000.000,"VILLA PANTAI BINGIN PECATU 100M2 LAND FREEHOLD WITH 2 BEDROOMS  Dijual villa modern style dalam lingkungan elit komplek villa dekat pecatu resort Lokasi : Pantai bingin - pantai padang-padang Area resto dan kuliner  DETAILS : - Luas tanah 100m² - Luas bangunan -+ 120m² - 2 Kamar tidur - 2 Kamar mandi - Open living area - Dapur full kitchen set - Kolam renang - Fully furnished  HARGA IDR. 3,1 Milyar Nego","PANTAI BINGIN, PECATU, BADUNG, BALI",Kuta Selatan,Kab. Badung,-8.8094973,115.1147027
160,160,815210883,13395275,jual rumah ready Muding Denpasar Barat bali,5158,Rp 875.000.000,Dijual ruamah baru gress  minimalis Luas tanah  1 are Kamar 3 Km.      2 Garasce Jalan papasan mobil Harga 875 juta nego Lokasi buana raya Perumahan taman buana permai *Mnb,taman buana permai muding denbar,Denpasar Barat,Denpasar Kota,-8.6570161,115.188617
161,161,782141116,107319843,Jual Villa  Murah lokasi Bali view bagus SHM,5158,Rp 1.400.000.000,"Villa minimalis, nyaman,tenang, pemandangan hutan dan sungai yang indah,cocok untuk tempat istirahat ataupun investasi karena disukai oleh warga negara asing yang ingin tinggal di Bali, dengan lokasi yang jauh dari keramaian,cocok untuk beristirahat,berkumpul dengan keluarga dalam suasana yang hangat dan harmonis, dengan spesifikasi sebagai berikut: Lokasi.       : Jl Pantai Nyanyi(by pass antara Canggu dan Tanah Lot, Kediri, Tabanan) Luar Tanah.        : 90 m² Luas Bangunan : 80m² Legalitas.            : SHM Kamar tidur.        : 2  Kamar Mandi.     : 2 Lantai                   : 1 Carport.                : 1 Listrik.                   : 3.500watt Garden, Pool, semi Furnished, view Tidak ternilai yang indah Hutan dan Sungai  Harga : 1,4 Milyar (Nego)  Info dan Survey : Josia Ang Xavier Marks",By pass jl Pantai Nyanyi Kediri Tabanan,Kediri,Tabanan Kab.,-8.609104,115.1115311
162,162,815210325,36380965,Buc rumah cantik dkt raya di batuyang batubulan kangin,5158,Rp 400.000.000,Di jual cepat Rumah murah area batubulan batuyang hanya 400jt negoo  Luas tanah 71m²  Luas bangunan 45 Km tidur 2  Km mandi1 Ruang tamu Garase Air PDAM Akses jln 4.5mt SHM/IMB LENGKAP LOKASI BATUYANG BATUBULAN KANGIN  MASUK CUMA 15MT DARI JLN  UTAMA  # Harga 400 jt nego # A44,Batuyang batubulan kangin,Gianyar,Gianyar Kab.,-8.625501,115.2711687
163,163,815208678,34718812,RUMAH MURAH PEMOGAN BUC,5158,Rp 800.000.000,Rumah minimalis luas tanah 1are di KOTA DENPASAR. LT 100m2 LB 80m2 3 KT 1 KM R TAMU DAPUR MERAJAN LANTAI 2 GARASI MOBIL & MOTOR HALAMAN SEDANG JALAN PERUMAHAN PAVING LEBAR 5METER LISTRIK 1300  SHM/IMB  LOKASI jl.raya pemogan perum mekar jaya block B IIIA no 15 denpasar selatan  PUSAT KOTA DENPASAR 5 mnt ke t umar 8 mnt ke mahendradata 10 mnt ke kerobokan 15 mnt ke renon 17 mnt ke kuta 18 mnt ke bandara Lokasi tenang dan nyaman Dijual beserta isinya  DIJUAL CEPAT DAN MURAH.. HARGA 800 wajib nego...,Jl.raya pemogan perum mekar jaya block B IIIA no 15 denpasar selatan,Denpasar Barat,Denpasar Kota,-8.704764899999999,115.1977913
164,164,815208118,7504147,Jual dua unit villa canggu berawa kuta utara badung bali,5158,Rp 35.000.000.000,"For sale Etnic Luxury Villa at CANGGU BERAWA KUTA UTARA BADUNG  Bali MLM  Only -+ 3 minutes to FINS BEACH CLUB / PANTAI BERAWA  2 Unit Villas FREEHOLDS villa a 1000m2, HARAG 17 M nego villa b 1400m2 HARGA 18 M nego  FreeHold ( SHM + IMB pondok wisata ) Total 2400Sqm/24Are freehold lands 1500sqm Buildings walking distance to the beach 10 Bedrooms ensuites Bathrooms 3 pools, big garden 4 living room, 3dinning rooms, 3kitchen 4 staff rooms spacious garden/ fish pons fully luxury firnished 25 kva, borewater, pdam, genset 50kva warehouse private access roads garage / parking lots for 5-7 cars close to the tourism area, culinary, caffeeshop, restaurant, beachclub, etc  DROP PRICE from IDR. 42 Billions to IDR. 35 Billions  for global 2 units villas  notes : Possible to buy just one villa Bisa di beli 1 unit saja",Canggu berawa kuta utara badung bali,Kuta Utara,Kab. Badung,-8.6637779,115.1359348
165,165,815207888,13395275,Rumah 3 kamar Renon Denpasar Bali,5158,Rp 1.090.000.000,"Dijual Rumah Ready Jl. Tukad Balian Renon Denpasar Bali LT 72 LB100 3KT, 3KM 4 Ac, daikin Lengkap dgn lemari besar, meja rias, meja makan Dan Kitchen IKEA Listrik 5500w Air Sumur Harga Rp. 1.09Milyar Cash dan KPR  Kami bantu proses sampai acc bank Anda Perlu Pin lokasi/Alamat, Gambar desain, foto,dll silakan Hub: WA/sms/call Quickrespon",tukad balian Renon Dps,Denpasar Selatan,Denpasar Kota,-8.686622999999999,115.2418109
166,166,815207571,105079606,Djual rumah minimalis jalan siulan denpasar timur,5158,Rp 1.150.000.000,DJUAL RUMAH MINIMALIS 2 LANTAI BARU GREES LOKASI  JALAN SIULAN DENPASAR TIMUR LUAS TANAH 125 M2 LUAS BANGUNAN 100M2   3 KMR TDR 3 KMR MANDI  RUANG TAMU  DAPUR SHM/IMB LISTRIK 2.200 WTT GARASE  AIR SUMUR BOR HALAMAN DEPAN HALAMAN BELAKANG  JALAN 6METER  HARGA 1.150 MILYARD   NB FREE SURAT PAJAK DAN BALIK NAMA SUDAH TRIMA BERES,Jalan siulan penatih denpasar timur,Denpasar Timur,Denpasar Kota,-8.6175423,115.243234
167,167,815207288,36380965,Buc rumah klasik 2lt dgn batu hias/pintu gebyok blahbatuh gianyar,5158,Rp 875.000.000,"Dijual cepat Rumah Cantik Lantai 2 Lokasi belega, Blahbatuh - Gianyar Luas tanah 90 M2 Luas Bangunan.170 M2  Fasilitas : 4 kamar tidur 2 kamar mandi Ruang tamu Ruang keluarga Dapur plus kitchen set Ruang makan Garasi Listrik 1300 watt PDAM SHM/IMB komplit  HARGA 875 JT NEGO SAMPAI DEAL A52",Jln belega blahbatuh gianyar,Gianyar,Gianyar Kab.,-8.56341,115.3088263
168,168,815207090,105079606,Djual rumah minimalis lokasi siulan,5158,Rp 650.000.000,Djual rumah minimalis lantai 1 Lokasi jalan siulan denpasar timur Luas tanah 80m2 Luas bungan 50m2 3 kmr tdr 1 kmr mandi Dapur Garase Air sumur bor Listrik 1300 watt Shm/imb Jalan 4.5 meter Harga 650 juta  Nb free surat.2 sudah trima balik nama,Jalan siulan,Denpasar Timur,Denpasar Kota,-8.623575899999999,115.2511
169,169,815206546,7504147,Jual villa di cemagi badung bali,5158,Rp 14.750.000.000,"Dijual GuestHouse style villa di Cemagi Mlm  Harga : 14,750 M nego.  Butuh terjual cepat complex villa mewah & bersih, Dengan pemandangan sawah yang sejuk disekitar villa. Lokasi Terletak 450 meter dari pantai di Cemagi, 15 menit berkendara ke Pantai Echo, Tanah Lot & Nirwana Golf Club, 30 menit ke Seminyak.  Villa - Freehold dengan lisensi Hotel / Melati yang sulit didapat ini baru saja harganya berkurang hingga 4 Miliar untuk penjualan cepat. . (Detail) : - Luas Tanah : 1.500 m2 + 200 m2 driveway. - Luas bangunan : 1.000 m2. - Bangunan terdiri dari : # 1 Villa dengan 3 kamar tidur besar + kamar mandi. # 4 Villa dengan 1 kamar tidur + kamar mandi - Dapur komersial, spa, bagian penerima tamu & binatu terletak di bangunan terpisah. - Di taman yang indah ini terdapat area Pool, Bar & BBQ 15 x 6 meter yang besar serta bale & tempat berjemur tertutup yang besar. - Parkir tersedia untuk 3 mobil plus sepeda motor & Pos Keamanan. - Renovasi yang luas selesai 1 tahun yang lalu tanpa biaya, bahan berkualitas tinggi yang digunakan & furnitur berkelas atas yang indah",Cemagi badung bali,Kuta Utara,Kab. Badung,-8.631967699999999,115.1118354
170,170,815206451,81457774,Dijual Rumah Murah Idaman Siap Huni,5158,Rp 420.000.000,PARDANA SENAPAHAN RESIDENCE   7 menit ke TERMINAL MENGWI 17 menit ke UBUNG DENPASAR   Luas bangunan 40m2  Luas Tanah 75m2   Harga 420jt DP 10 %  2 Kamar tidur 1 Kamar mandi Garase Halaman Dapur   #GRATIS : ️Biaya Pajak ( BPHTB) ️Biaya Notaris  ️Biaya Balik Nama  ️Biaya SHM ️Biaya IMB ️PLN 1300 VA ️PDAM  ️Kanopi ️Pintu Gerbang ️Batu Sikat,Senapahan Kediri Tabanan,Kediri,Tabanan Kab.,-8.535957699999999,115.1554159
171,171,815206394,107863131,Best luxury villa for sale full view ocean lokasi pecatu kuta Selatan,5158,Rp 29.000.000.000,"OVERLOOKING THE OCEAN VILLAS PADANG-PADANG, PECATU - SOUTH OF KUTA, BALI  • Land size 2400sqm/ 24Are • 4 Level storey • 6 Bedrooms plus bunk bed room • 6 Bathrooms • 2 Swimming pools • Spacious Garden Extensive Garden On 3 Levels • 2 Living Rooms (indor and outdoors) • 2 Dinning rooms • 2 Kitchen • STAFF BATHROOM. NO STAFF LIVING ROOM (WE HAVE PLANS FOR ONE AND WERE SUPPOSED TO BUILD IT THIS YEAR • 2 Storerooms • 2 Car port (access from both sides of the property) • 23kva • PDAM • SHM + IMB • Pondok Wisata • COMPLETELY FURNISHED • Wide Access Roads  Price Rp. 29 BILLION  Nestled on a hill just 3 minutes' drive from Padang Padang Beach, This Villa features TWO outdoor private INFINITY poolS with sun loungers overlooking the BREATHTAKING VIEW OF THE ocean.  SET OVER FOUR LEVELS AND SURROUNDED BY EXTENSIVE GARDENS, the villa has TWO living areaS, EACH furnished with a flat-screen satellite TV, DVD player AND APPLE TV AND ONE WITH A FULLY STOCKED LIBRARY. The 6 air-conditioned bedrooms, EACH WITH A VERANDAH OR PRIVATE TERRACE overlooking the garden or pool are fitted with private bathrooms with shower facilities. The TWO well-equipped kitchenS come with a stove, fridge and dining area. THE LARGER DINING AREA SEATS 14 AND IS A PERFECT SPOT FOR LARGE GATHERINGS, WEDDINGS OR PARTIES. Code kr",Jln padang2 pecatu Jimbaran Kuta Selatan Badung Bali,Kuta Utara,Kab. Badung,-8.8111147,115.1035747
172,172,815206217,103360148,"DIJUAL / DISEWAKAN RUMAH CASSA DE BALE JIMBARAN BADUNG, BALI",5158,Rp 1.950.000.000,"DIJUAL / DISEWAKAN RUMAH CASSA DE BALE JIMBARAN BADUNG, DIJUAL Rp. 1.95 M, DISEWAKAN Rp. 55 JT perTAHUN, MIN SEWA 2 TAHUN, DIMENSI 8 M X 13 M, HADAP SELATAN, RUANG TAMU, DAPUR, SEMI FURNISH, AC 2 UNIT, GARASI 2 MOBIL, AKSE JALAN 5 M","CASSA DE BALE JIMBARAN BADUNG, BALI",Kuta Selatan,Kab. Badung,-8.7867579,115.1751189
