,Unnamed: 0,Ad_id,User_id,Judul,Kategori,Harga,Deskripsi,Alamat,Kecamatan,Kab/Kota,LAT,LON
76,76,804182124,89842300,"TANAH JIMBARAN PREMIUM SIAP BANGUN 7.6 ARE SHM, IDR 650JT/ARE",4827,Rp 650.000.000,"TANAH JIMBARAN PREMIUM SIAP BANGUN 7.6 ARE SHM, IDR 650JT/ARE  DIJUAL TANAH PREMIUM JIMBARAN DEPAN ABI BALI/SAMASTA JIMBARAN, BALI  - Luas tanah 760 M² - Lebar depan 30 Mtr - Tanah datar - Hadap timur / utara - Posisi hook - Akses jalan 8 Mtr - ITR Akomodasi wisata - 1 SHM  Harga Rp 650Jt / 100m2/ Are","JIMBARAN, BADUNG, BALI",Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
77,77,810331734,72375653,Hitung Tanah 2Are Global Karang Sari Dps,4827,Rp 1.100.000.000,"Jual Tanah dan Bangunan   Rumah dijual dgn Harga Lelang   HANYA RP 1,1 M GLOBAL   Lokasi di Belakang CITRALAND   Spesifikasi :  Luas tanah 2 are 4 Kamar tidur  2 Kamar mandi  Ruang tamu Dapur  Garasi Akses jaLan 8 meter aspaL  Minat WA",Jln Karang Sari Denpasar Utara,Denpasar Barat,Denpasar Kota,-8.6314946,115.1883498
78,78,810855345,72375653,"Tanah Kosong 2,4Are di Padang Gajah Mahendradata",4827,Rp 575.000.000,"Dijual Tanah Kosong  Lokasi Padang Gajah  Dkt BALI MED  MAHENDRADATA UTARA   Harga 575Jt/Are   Luas Tanah : 2,4Are Lbr Dpn : 10m Hadap selatan  Shm  Aspek Pemukiman  Jln 4,5mtr  Minat WA",Jln Mahendradata Utara Denpasar,Denpasar Barat,Denpasar Kota,-8.6552779,115.1926097
79,79,814924986,72375653,"Tanah 50Are Di Pejeng Ubud, View Sawah",4827,Rp 150.000.000,"Dijual Tanah 50 Are View Sawah dan Tebing Sungai Pekerisan 10 menit dari Ubud Centre Akses jalan 4,5 meter guna pakai  • Lokasi Pejeng Deket Ubud  gianyar  Harga Rp 150 jt/ are nego  Sangat Cocok buat Villa dan Hotel  BR",Pejeng Ubud,Ubud,Gianyar Kab.,-8.5108122,115.2926485
80,80,812947824,35934038,BUC Tanah Sanur Bonus Hotel Bintang 2 Mr. Suna,4827,Rp 70.000.000.000,"Dijual hotel luas tanah 69,22 are lokasi jln utama by pas ngurah rai sanur harga 70 milyar global NET. sudah diHitung harga dibawah harga tanah saja. hotel masih berjalan dan terawat.",By pass ngurah ray sanur,Denpasar Selatan,Denpasar Kota,-8.692315899999999,115.2586265
81,81,805492215,30072612,Tanah los sungai view sawah tirta tawar junjungan ubud Bali,4827,Rp 535.000.000,"Dijual Tanah Istimewa Los Sungai View Sawah Kawasan Jalan Tirta Tawar Junjungan Ubud Bali Hanya 5 Menit Menuju Central Ubud  Lingkungan Villa , Resto , Guesthouse. Ubud Yang Merupakan Desa Wisata , Yang Sudah Terkenal Ke Seluruh Dunia Dengan Keramah Tamahan Penduduk Lokal Menjadikan Lokasi Ini Sangat Nyaman & Tenang Untuk Di Tempati  • Luas Tanah 1000 m2 / 10 Are  • Lebar Depan 20 Meter  • Document SHM • Akses Jalan Hotmix 6 Meter  • Harga Rp. 535 Juta / 100 m2 / Are NEGO  SILAHKAN CEK PROFIL KAMI UNTUK PILIHAN PROPERTY LAINYA",jalan tirta tawar,Ubud,Gianyar Kab.,-8.4831561,115.2706967
82,82,808820080,100538385,Di jual tanah pinggir  jalan Abianbase badung,4827,Rp 1.600.000.000,"Di Jual cepat tanah lokasi (pinggir jalan) raya Abianbase Kec. Mengwi Kab. Badung Prov. Bali  Spesifikasi : Luas tanah 300m2. Sudah ada bangunan kantor seluas 50m2.  Cocok untuk ruko, koperasi,toko,apotik,rumah investasi dll.   Hadap Utara  Bisa cash/kredit Kredit DP 10%  Terima Kasih",Jalan raya Abianbase badung,Mengwi,Kab. Badung,-8.5914434,115.1762973
83,83,809943940,27225454,Tanah kavling Sedap Malam Kesiman Denpasar timur,4827,Rp 580.000.000,"HANYA SISA 1 unit SAJA..!  Kami menawarkan TANAH KAVLING siap bangun yang berlokasi dijantung kota DENPASAR tepatnya di jalan SEDAP MALAM KESIMAN -Dengan Akses Jalan 6 meter ke Lokasi Mobil Berpapasan -Akses Kavling 4,5 meter aspal HOTMIX -Lebar tanah yang sangat bagus (11m2) -Lokasi sangat strategis dekat Sanur,Mall PLAZA RENON,sekolah dan kawasan pemukiman -FREE/Gratis untuk biaya pajak dan surat surat semua  Hub :081933057744/wa",Sedap malam,Denpasar Timur,Denpasar Kota,3.1637421,101.6569657
84,84,790016221,91574335,Dijual murah dekat jalan utama sedap malam Denpasar,4827,Rp 550.000.000,Dijual tanah 2 are  50 meter dr jalan induk sdap malam Cocok untuk kos2an&rumah pribadi  Hadap barat Lingkungan perumahan Aspek pemukiman Jalan 4 meter jalan buntu Lebar depan 10 Harha 550/are nego,Jln sedap malam Denpasar timur,Denpasar Timur,Denpasar Kota,-8.660095,115.2494918
85,85,790016180,91574335,Tanah murah jln pendidikan sidekarya Denpasar,4827,Rp 500.000.000,JL Pendidikan  sidakarya isi bangunan gak terhitung Luas 3 are  LEBAR 15  mtr Hadap  SELATAN JLN 5  mtr  HARGA PER ARE 500 JUTA NETT,Jln pendidikan sidekarya Denpasar,Denpasar Timur,Denpasar Kota,-8.7059377,115.2298319
86,86,802850551,107208367,Dijual Tanah  Jl Besakih Pemogan Luas 50m2,4827,Rp 225.000.000,TANAH KAVLING SIAP BANGUN DENPASAR  JL.Besakih / Perumahan Graha Fahreza  Harga mulai 270 juta'an / Luas. 60m² Harga Tanah 225jt / Luas 50m2 Harga tanah 450jt / 1.are Harga tanah 369jt / Luas. 82m²  Fasilitas : Sudah Sertifikat Hak Milik. Akses jalan mobil dan di Aspal. Tanah sudah bisa langsung di bangun. Dekat berbagai fasilitas umum. Pembayaran Cash / Kredit  •10 menit ke TSM •10 menit Jalan Tol •15 menit ke Pantai Kuta / legian •15 menit ke Bandara  Respon Cepat langsung Wa/Tlp No di Profil,Pemogan Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.717255399999999,115.1948445
87,87,802851217,107208367,Dijual Tanah Kavling Juwet Sari Pemogan Denpasar Selatan,4827,Rp 300.000.000,"TANAH MURAH SIAP BANGUN DI DENPASAR JL.Juwet Sari Gg.Dewi Uma, Pemogan, Denpasar Selatan  Harga : - Luas 75m2 Rp. 300 Juta - Luas 85m2 Rp. 332 Juta - Luas 100m2 Rp. 390 Juta Fasilitas : - Sertipikat Hak Milik, Bisa langsung membangun - Akses jalan mobil aspal - Bebas banjir - Sudah banyak bangunan penduduk - Dekat Jalan tol, Mal, Bandara, Pantai Kuta dan lain-lain - Bisa kredit hingga 15 tahun, proses mudah dan cepat  Best Regards All Property One The Proper Property",Juwet Sari Pemogan Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.7115648,115.1935186
88,88,802849807,107208367,Tanah Dijual Pemogan Jl. Besakih Luas 1 Are,4827,Rp 450.000.000,"anah kavling strategis Jl. Raya Pemogan, Jl. Besakih Denpasar Selatan Kota Denpasar Bali. Pematokan Langsung dari BPN. SHM hak milik. Legalitas Aman dan terpercaya. Akses Jalan Aspal Papasan. Tidak jauh dari Jalan Utama. Lingkungan pemukiman dan Persawahan. Bisa ambil 1 are (100 M2) / bisa ambil di bawah 1 are. bisa cash dan kredit. Pastikan cek lokasi dulu dan dapatkan penjelasan lengkap dari kami. Pastikan cek legalitas dahulu dan yakin tanah aman tidak sengketa. cek lokasi dan cek legalitas ke kantor tidak harus beli. Belilah ketika anda sudah yakin dan cocok . Harga per are 450jt  Untuk respon Cepat Bisa Langsung Wa/Tlp No di Profil",Pemogan Besakih Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.7172273,115.1988499
89,89,795757076,91574335,Dijual tanah kosong lingkungan perumahan elite Tukad Badung Renon,4827,Rp 550.000.000,Di jual tanah kosong dg luas 6.25are  lbr 12 mtr hrg 550jt/are nego tipis lokasi di tkd bdg 13,Jln tukad Badung 13,Denpasar Timur,Denpasar Kota,-8.6887235,115.238242
90,90,795060314,91574335,Dijual tanah kosong kawasan perumahan elite,4827,Rp 1.500.000.000,"Dijual tanah di area jln kapten tantular renon. Dekat ke jln jayagiri / badak agung / m.yamin / panjer.  Dekat ke lapangan bajra sandi (10 menit jalan kaki )  Luas tanah 150 m². Lebar depan 8 mtr. Lebar jln 5 mtr. Hadap utara. SHM aspek perumahan. Kontur tanah datar siap bangun.  Harga 1,5 milyar global.",Jln kapten tantular renon Denpasar,Denpasar Timur,Denpasar Kota,-8.6699991,115.2284552
91,91,796226783,91574335,Dijual tanah kosong kawasan perumahan elite tertata rapi,4827,Rp 730.000.000,"Dijual tanah kosong pusat kota Denpasar berada didlm lingkungan perumahan elite jln sedap malam Denpasar dekat sanur, Renon dan panjer   Luas tanah 2,4 are/ 240 M2 Lbr dpn 10 X 24 mtr Aspek perumahan Akses jln 6 meter paving Harga 730 jt / are",Jln sedap malam Denpasar,Denpasar Timur,Denpasar Kota,-8.660507599999999,115.2495649
92,92,802481492,107208367,Dijual Tanah Kavling Kerobokan Harga Promo,4827,Rp 600.000.000,Dijual Tanah Kavling Baru Lokasi super premium Kawasan Elit Perkotaan Jl. Utama Gunung Salak Kerobokan Badung Bali oleh pengembang terpercaya Denpasar Badung Graha Fahreza Pratama Bali  - Pinggir jalan utama  - Aspek 1000% perumahan  - Legalitas SHM  - Transaksi semua di hadapan notaris - Bisa cash&kredit - Dp minimal 30% dengan suku bunga menurun murni  | Dapatkan Harga Promo awal bulan Untuk Pembelian di Minggu ini. 900jt/ are Menjadi 700jt/Are,Kerobokan Kuta utara,Kuta,Kab. Badung,-8.6512212,115.1622363
93,93,815303926,92307886,Dijual tanah di tabanan,4827,Rp 90.000.000,Dijual lahan di bongan tabanan Luas 20 are Lebar depan 36m Akses jalan utama aspal hotmik 7m Dapat jalan 2 Cocok untuk di bangun perumahan Harga 90 jt per are,Bongan tabanan,Tabanan,Tabanan Kab.,-8.5611722,115.1118354
94,94,799377185,91574335,Dijual tanah posisi hook jln utama Tukad Badung 11,4827,Rp 1.450.000.000,Dijual tanah ada bangunan lokasi jl tukad Badung renon denpasar strategis dekat Sesetan dekat sanur dekat panjer cocok buat tempat tinggal kantor atau tempat usaha lainnya Spesifikasi Luas tanah 150 m2 Lebar depan 17 mtr Hadap utara dan timur Akses jl 8 mtr Harga 1.450 global nego,Jln utama tukad badung 11,Denpasar Timur,Denpasar Kota,-8.6778905,115.2384455
95,95,802528852,91574335,Dijual cepat tanah kosong Renon Denpasar,4827,Rp 650.000.000,"*Dijual cepat tanah murah RENON* *Areal Jalan Tantular - Renon , Denpasar*. Sangat deket dengan Rs Bros , ke lap Renon dan ke berbagai pusat perkantoran lain nya. Strategis , aman dan nyaman di pusat kota denpasar. Sangat cocok untuk hunian apa saja !!!  Luas tanah 10,8 are (1080 m²) Lebar depan 28 meter SHM Aspek perumahan dan hadap selatan. Akses jalan 6 meter  *Murah harga Covid cuma 650 juta/are*",Jln Banteng baru Tantular renon Denpasar,Denpasar Timur,Denpasar Kota,-8.6683595,115.2262423
96,96,802850187,107208367,Tanah Kavling Denpasar Selatan Pemogan,4827,Rp 400.000.000,"Dijual tanah kavling berlokasi sangat strategis berada ditengah kota denpasar selatan. Harga sangat murah masih dibawah pasaran denpasar selatan. Cocok untuk investasi rumah,kos2an dan lain2. Investasi jangka panjang sangat menguntungkan bagi bapak dan ibu. Lokasi : pemogan jalan besakih Lebar jalan : 4 meter jalan  hot mix Sudah : SHM Transaksi : dihadapan bapak notaris  Dp minimal : 30% CASH/KREDIT  Dibantu sampai ACC  Unit terbatas!! Kalau tertarik bisa segera cek lokasi...",Pemogan Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.717255399999999,115.1948445
97,97,802000874,91574335,Dijual tanah kosong jln utama Tukad Balian renon Denpasar,4827,Rp 650.000.000,Di jual tanah kosong di jalan utama tukad balian luas 9.60are lbr-+18 hrg 650jt/are nego ke owner.,Jln utama Tukad Balian renon Denpasar,Denpasar Timur,Denpasar Kota,-8.6894653,115.242064
98,98,802312682,91574335,Dijual tanah kosong lingkungan perumahan elite,4827,Rp 435.000.000,Dijual kaplingan sedap malam  Lingkungan elit&nyaman luas kecil.  Stok terbatas hanya 6 kaplingan saja&sisa lg 3 block saja Luas 65m2 = 290jt Luas 70m2 = 315jt  Luas 100m2 = 435jt Biaya pajak masing2 Aspek sebidang tanah kosong  Hadap utara&selatan Akses jalan menuju lokasi 6 meter&akses jalan di lokasi 3.5 meter,Jln sedap malam Denpasar,Denpasar Timur,Denpasar Kota,-8.660507599999999,115.2495649
99,99,802339964,91574335,Dijual tanah kosong jln utama Tukad Batanghari X,4827,Rp 1.250.000.000,Tanah luas kecil JL Tukad batanghari X  tanah kosong masuk cuma 70 mtr sekali masuk  Luas 1.19 are Lebar 8.5 m Hadap utara Jln 6 m HARGA GLOBAL 1.250 MILY NET NO NEGO,Jln utama tukad Batanghari X,Denpasar Timur,Denpasar Kota,-8.6832785,115.2281038
100,100,813458539,109894545,Tanah los sungai view sawah terasering di BALI,4827,Rp 220.000,jual tanah pinggir jalan hotmik los sungai luas 18 are 1800m2 jalan 5 mtr hotmik keberadaan tanah di acomodasi pariwisata deket water fool singsing angin cukup dinas saja jaringan listrik masuk tanah di ketinggian 300 m dpl kontur tanah landai . harga IDR 25 jt per are /IDR 250 rb per meter persegi 45 mnt kecanggu 55 mnt ke denpsar 1 jam 25 mnt ke bandara ngurah rai,manikyang selemadeg tabanan bali,Selemadeg,Tabanan Kab.,-8.4549103,115.0406679
101,101,810595981,111917369,Dijual Tanah kavling Murah  lingkungan perumahan Dan sekolah,4827,Rp 170.000.000,"Jual tanah kaplingan paling murah di kuta selatan, lokasi di kawasan Pemukiman, perumahan Dan sekolah.   Sangat cocok untuk investasi Karena kedepan akan menjadi kawasan Pemukiman.   Lokasi dekat pinggir jalan utama, di sekitarnya nya sudah terdapat perumahan Dan sekolah.   Luas minimal 200m2 (2 Are) Gratis Pajak pembeli & biaya mutasi  Peruntukan (ITR): pertanian kering  sertifikat : SHM  Informasi tanah kavling Murah lainya, silahkan cek profile kami.","Kutuh, kuta selatan",Kuta Selatan,Kab. Badung,-8.8295696,115.1829873
102,102,809066644,55542589,Dijual Tanah Kavling Lokasi Strategis di Kutuh,4827,Rp 250.000.000,Exclusive Area in Kuta selatan   Dijual tanah kavling di dekat pantai Melasti / Kutuh kuta selatan / Badung - Bali  Luas tanah bervariasi dengan pematangan lahan yang ideal untuk di bangun Rumah / Villa / dll  Luas tanah : - 100 M² - 120 M² - 150 M² Akses jalan 5 Meter PLN PDAM Hadap utara & selatan - Bisa dibantu untuk KPT (Kredit Pembelian Tanah) - Lokasi dekat dengan kampus STP 5 Menit - Jarak tempuh ke destinasi wisata Pantai Melasti 10 Menit - Jarak tempuh menuju Bandara internasional Ngurah Rai 20 Menit,"Kutuh,Kuta Selatan",Kuta Selatan,Kab. Badung,-8.8295696,115.1829873
103,103,812726199,3901854,dijual murah tanah view sungai dan sawah terasering di Bali,4827,Rp 250.000,"dijual murah tanah kebun view sungai dan sawah terasering luas tanah 18,6 are ( 1860 m² ) tanah memanjang ke jalan kontur tanah melandai akses jalan 6 meter aspalt dekat perumahan penduduk disekitar sudah ada villa komersial cocok untuk villa, rumah, atau investasi sudah ada listrik dan air freehold ( SHM ) ketinggian 281 MDPL tanah menghadap timur lokasi di Selemadeg, Tabanan, Bali - 3 menit dari air terjun - 9 menit dari jalan raya Denpasar Gilimanuk - 55 menit dari Canggu - 58 menit dari Denpasar - 1 jam 10 menit dari Seminyak - 1 jam 30 menit dari Bandara Internasional Ngurah Rai  harga IDR 25 juta per are (IDR 250 ribu per meter)  untuk info lokasi lain, hub: call / WhatsApp","Selemadeg, Tabanan, Bali",Selemadeg,Tabanan Kab.,-8.4549103,115.0406679
104,104,815289838,111582536,Tanah Kavling Murah,4827,Rp 450.000.000,"Cash and Credit Direct Owner  Dijual Tanah Kavling Premium Murah   Di Jalan Ocean Blue Kampial Nusa Dua View Bandara, Laut, Tol Mandara dan Gunung Agung Luas Tanah 2 are, 3 are dan Sesuai Permintaan Kontur Tanah Datar Siap Bangun Status Tanah SHM ITR Akomodasi Pariwisata Cocok untuk Villa dan Rumah Pribadi atau Akomodasi Pariwisata Best Investasi 15 Menit Ke Airport 5 Menit ke Pantai Nusa Dua 10 Menit Ke Pantai Pandawa 3 Menit Ke Puja Mandala 10 Menit ke Kafe Jimbaran Harga Promosi/Harga Corona Hanya 450 juta/100m2/are",Ocean Blue Nusa Dua Bali,Kuta Selatan,Kab. Badung,-8.8132436,115.2023112
105,105,780241114,95006487,Tanah BUC dekat kawasan wisata di Sudimara Tanah Lot Tabanan,4827,Rp 300.000.000,"Dijual tanah di Tabanan, Dekat Tanah Lot, lokasi strategis sudah banyak rumah di sekitar.  LT : 400 m2 Dimensi sekitar lebar 20m x panjang 20m Orientasi hadap barat Lebar jalan 5 mtr SHM  Harga global 1,2 M",Sudimara Tanah Lot Tabanan,Kediri,Tabanan Kab.,-8.621213,115.086807
106,106,815288347,3587865,Dijual tanah kavling murah,4827,Rp 175.000.000,"Tanah kavling murah Harga 175Jt/are Minim 2 are  Lokasi: Desa bengkel tabanan - 5 menit ke ciputra beach resort - 9 menit ke kedungu beach - 10 menit ke tanah lot beach - 20 menit ke cangu  Cocok untuk villa, pemandangan sawah  Unit terbatas","Jl. Bottle desa bengkel, tabanan",Kediri,Tabanan Kab.,-8.590831099999999,115.0959859
107,107,815288168,109938641,Spesial gatsu timur.dentim.lokasi premium,4827,Rp 1.234.567,Spesial gatsu timur harga promo Yang minat ayo di cek.kami siap antar baik ceklokasi ataupun kenotaris Wa.,Gatsu timur.dentim,Denpasar Timur,Denpasar Kota,-8.6361425,115.2383188
108,108,815287461,25586509,Dijual tanah dekat pantai melasti,4827,Rp 200.000.000,"Dijual tanah luas 14 are cocok untuk kavlingan perumahan atau pun private villa lokasi di kelilingi oleh destinasi wisata terkenal di bali. Harga 200jt/are nego dengan pemilik langsung. Destinasi wisata : 5 menit ke pantai melasti dan greenbowl bali clift 7 menit ke pantai pandawa 7 menit ke GWK 7 Menit ke dreamland pecatu graha 10 menit ke Pura Luhur Uluwatu 20 menit ke Ngurah Rai airport. Untuk infomasi lebih lanjut bisa hub wa/call Saya juga ada beberapa list tanah, villa, rumah, hotel sesuai dengan budget yang anda inginkan. Segera investasi dari sekarang mumpung harga di bawah harga pasar. Thanx olx",Jalan toyaning I ungasan Bali,Kuta Selatan,Kab. Badung,-8.8252249,115.1481865
109,109,815287298,78308504,Dijual MURAH Tanah Di Tegallalang View Cantik Persawahan & Hutan Tipis,4827,Rp 90.000.000,"For Sale Tanah MURAH Di Tegallalang View Unblock Padi Sangat Cocok Untuk Villa Pribadi & Villa Komersil  # Sangat Cantik View Keren Padi,Suasana Tenang & Sejuk # Harga Murah Cocok Untuk Investasi Kembali # Luas Tanah 30 Are # Tanah Hadap Barat # Akses Jalan Mobil Sudah Beton # Sertivikat Hak Milik # Kanan Kiri,Belakang Serta Depan Ada View Atau Full View  Harga 90 Juta Per Are Khusus Pembeli Yang Serius",Tegallalang,Tegallalang,Gianyar Kab.,-8.3921715,115.2956118
110,110,815286311,78308504,Dijual MuRAH Tanah Di Tegallalang View Persawahan Terasering Cantik,4827,Rp 135.000.000,For Sale MURAH Tanah di Tegallalang View Cantik Persawahan Hijau  # Cantik Sangat Cocok Peruntukan Villa Pribadi Atau Hanya Sekedar Investasi Koleksi Tanah View PerSawahan Yang Sejuk Nan Indah # Luas Tanah 12 Are # Sertivikat SHM Hak Milik # Akses Jalan Mobil # Kontur Tanah Datar Siap DiBangun # Bentuk Tanah Menggantong Bagus Melebar Di Belakang # Tanah Menghadap Barat  Harga 135 Juta Per Are Nego Khusus Pembeli Yang Serius,Tegallalang,Tegallalang,Gianyar Kab.,-8.3921715,115.2956118
111,111,815285988,110610369,DIJUAL TANAH KAVPLING MURAH AREA DENPASAR KOTA BALI.,4827,Rp 445.000.000,#salam sejahtera bagi kita semua  Dibuka lahan strategis di kota denpasar bali. Tepatnya digatsu timur ( jepun asri ) lingkungan nyaman.pendatang & masih asri view sawah  Luas tanah 100-150m2 Lebar depan 8 meter hadap selatan ( kelod ) Akses 5 meter paving Aspek pemukiman murni (FREEE PAJAK & BALIK NAMA)  HANYA 445 JUTA NEGO TIPIS,Gatsu timur denpasar bali,Denpasar Barat,Denpasar Kota,-8.6361425,115.2383188
112,112,761497049,20710137,TANAH DEKAT PANTAI PANDAWA BALI,4827,Rp 350.000.000,"luas 12 are SHM harga rp. 340.000.000 per are ( nego ). , pagar keliling ,  sangat dekat dari gerbang pantai pandawa ,",JL.ALAS ARUM 1  PANDAWA BALI,Kuta Selatan,Kab. Badung,-8.8369733,115.1768686
113,113,815282986,96473758,"Dijual sebidang tanah kosong view sawah di tumbak bayuh, canggu",4827,Rp 1.650.000.000,"Dijual sebidang tanah kosong view sawah di tumbak bayuh, canggu  Lingkungan villa, tenang & nyaman. Lokasi hanya 30meter dari jalan utama dan sangat cocok dibangun villa, guest house, kos elite ataupun untuk investasi.    Luas tanah 3are (300m2)   Dimensi 12x25   ITR pemukiman  SHM  Akses jalan mobil","Tumbak bayuh, canggu",Kuta Utara,Kab. Badung,-8.618421399999999,115.1429663
114,114,815282340,18632677,Tanah kavling murahhhh,4827,Rp 200.000.000,"BUC!! Dijual tanah kavling murah siap bangun (aspek perumahan) Luas 135m2 (1,35 are) Lebar depan 10m, panjang kebelakang 14m Jalan lingkungan 4m (100m dari jalan utama) Lokasi di Br. Pangkung karung, Kerambitan, Tabanan Status milik pribadi, SHM lengkap Harga 200jt global (nego) Serius buyer only, PHP menjauh dulu!",Kerambita Tabanan,Kerambitan,Tabanan Kab.,-8.5223784,115.0881146
115,115,815282131,29368531,Tanah Kavling Kedungu,4827,Rp 938.000.000,"Tanah Kavling Kedungu (Kedungu Land Plot)  Hamparan pasir hitam dengan ombak yang digemari para peselancar.  Plot area start 250m SHGB Walking distance ke pantai , 300m dari Pantai Kedungu. Akses jalan 5m Kawasan Villa dan area wisata, dekat dengan Proyek Villa Potato Head, Silversand Villa dan The Fat Hog restaurant. ITR akomodasi pariwisata  Range 285juta-750juta/are.  Plot 250m2 Rp 937.500.000",250,Kediri,Tabanan Kab.,37.6869972,-97.34052609999999
116,116,804101921,57535407,Disewakan/dikontrakkan tanah nakula legian bali,4827,Rp 20.000.000,Di kontrakkan tanah Lokasi jln nakula legian Luas 4 are SHM Lebar depan +-20mtr Akses jln 7 meter Cocok untuk villa/kos elite/guest house Harga 20jt/are/thn nego  Nb. Sekarang masih ada bangunan kos sederhana. Boleh di bongkar/di lanjutkan Masa kontrak 10thn Setelah 10thn boleh diperpanjang,Nakula legian bali,Kuta,Kab. Badung,-8.6989941,115.1755691
117,117,804102983,57535407,Dijual tanah bungtomo denpasar bali,4827,Rp 550.000.000,Dijual lahan kosong siap bangun sangat cocok dibangun kantor / gudang / kos2an maupun dibuat investasi lainnya.   Lokasi sangat strategis ke minimarket / salon / rumah sakit / spbu / pasar tradisional dll.   Luas tanah 8are (800m2)  Lebar depan 22meter ITR pemukiman  Kontur tanah Datar Akses jalan 6 meter  Lokasi bung Tomo denpasar bali Indonesia Harga 550juta/are/100m2 nego,Bung tomo denpasar bali,Denpasar Barat,Denpasar Kota,-8.6422176,115.2019896
118,118,815281493,35934038,Tanah Perumahan Canggu Sempol Mr Hend,4827,Rp 7.700.000.000,Raya sempol aspek perumahan sekeliling sawah kawasan turis ramai canggu 2 sertifikat,jalan sempol,Kuta Utara,Kab. Badung,-8.6397523,115.1364658
119,119,804103336,57535407,Dijual tanah tukad balian renon denpasar,4827,Rp 620.000.000,"Dijual tanah yang berada di lingkungan nyaman,aman,tenang dan sangat cocok dibuat rumah pribadi / tempat usaha ataupun kos2an elit.   Luas tanah 287m2 Dimensi 11 x 26 meter SHM Aspek perumahan Kontur tanah Datar siap bangun Hadap selatan Akses jalan 5 meter aspal  Lokasi tukad balian renon denpasar bali Indonesia Harga 620juta/are/100m2 nego",Tukad balian renon denpasar,Denpasar Selatan,Denpasar Kota,-8.686622999999999,115.2418109
120,120,813181374,57829772,Dijual  tanah kebun 6280m2 di dekat pantai medewi,4827,Rp 1.000.000.000,"Ini merupakan kesempatan baik untuk memiliki tanah seluas 62.8 are dengan harga murah, dijual cepat tanah di dataran tinggi desa medewi,  kabupaten Jembrana, kecamatan Pekutatan, Bali.  Luas tanah. = 6.280m2/(62,8 are)  Lebar.           = 25m  Panjang.       = 251m Status surat = SHM (atas nama sendiri)  Kontur tanah seperti membelah gunung, (sekitar 15 are adalah dataran tinggi). Kondisi tanah saat ini di isi banyak pohon pisang, pohon kelapa, 1 pohon durian, dan yang lainnya.  Lokasi tanah +/- 2.5 km dari pantai medewi  Cocok untuk mendirikan surfer hostel, villa, yoga camp (suasana lingkungan cukup hening), berkebun, beternak ikan (ada aliran air bersih, juga ada aliran air sungai alami ukuran kecil di dataran terendahnya). Harga = Rp.16jt/are, direct owner, open nego sampai deal!  happy wisely shopping, thanks olx!","Medewi, Jembrana",Jembrana,Jembrana Kab.,-8.3682932,114.8270745
121,121,790514193,95490393,Tanah murah di jalan raya Sangeh desa Gerana,4827,Rp 350.000.000,"Dijual tanah seluas 31 are di Jl. Raya Sangeh, desa adat Gerana. Harga 350 juta / are. SHM, tanpa perantara. Lokasi di pinggir jalan raya, dekat Warung Mina, cocok untuk kuliner, pariwisata dll. Pemilik langsung, bisa nego harga.",Jl. Raya Sangeh desa Gerana,Abiansemal,Kab. Badung,-8.4661435,115.2117868
122,122,814895862,111917369,Di jual tanah Harga Murah Dengan hill view - BUC - 5 Menit Ke pantai,4827,Rp 100.000.000,"Tanah Luas 26 are di jual sangat Murah dengan view perbukitan. Posisi tanah di atas bukit dengan pemandangan bukit di bali selatan.   Lokasi dekat perumahan, sekolah dan kampus, sangat cocok u/ investasi atau di kavling.   Aspek : Pemukiman Bentuk tanah memanjang Jalan 5 meter (jln Kapur)","kutuh, kuta selatan",Kuta Selatan,Kab. Badung,-8.8295696,115.1829873
123,123,813825145,17747726,Jarang Ada! Tanah 670 m2 hanya 5 Menit ke Pusat Kota Ubud! - U.494,4827,Rp 2.847.500.000,"Jarang Ada! Tanah 670 m2 hanya 5 Menit ke Pusat Kota Ubud! Sebidang tanah hak milik yang sangat langka, hanya 5 menit berkendara ke pusat Ubud.  Jenis tanah ini tidak terlalu sering muncul di pasaran.  Lokasi strategis, plot datar dan siap dibangun.  Daerah sekitarnya tenang dan ada banyak lahan persawahan di sekitarnya.",Jl. Raya Ubud No.1 Peliatan Ubud,Ubud,Gianyar Kab.,-8.508489299999999,115.26625
124,124,815272191,96345346,Tanah sea view di Garuda Wisnu kencana ungasan Kuta Selatan,4827,Rp 425.000.000,"Tanah sea view di ungasan Kuta Selatan Badung Bali Lingkungan villa Dekat garuda Wisnu kencana Luas ,2000m2/20 are Sertifikat hak milik Akses jalan 5 meter Harga nett 425 juta/100m2/are Semoga semua hidup berbahagia Hubungi: Iketut ribun Blaaar PROPERTY Jalan jepun1 nomor 234 Perumahan pranagading jimbaran Kuta Selatan Badung Bali Atau KLIK BLAAR PROPERTI ON GOOGLE TERIMAKASIH",Ungasan Kuta Selatan Badung Bali,Kuta Selatan,Kab. Badung,-8.8211166,115.1592718
